"Search Key","Name","Description","Account Type","Account Sign","Document Controlled","Summary Level","Default Account","Parent_Value","Element Level","Operands","Show Value Condition","Title Node"
79920,"Reversión del deterioro de créditos a corto plazo. otras partes vinculadas","Reversión del deterioro de créditos a corto plazo. otras partes vinculadas","Revenue","Credit","N","N",,7992,"S",,"Algebraic","N"
7993,"Reversión del deterioro de créditos a corto plazo. otras empresas","Reversión del deterioro de créditos a corto plazo. otras empresas","Revenue","Credit","N","Y",,799,"D",,"Algebraic","N"
79930,"Reversión del deterioro de créditos a corto plazo. otras empresas","Reversión del deterioro de créditos a corto plazo. otras empresas","Revenue","Credit","N","N",,7993,"S",,"Algebraic","N"
"P.G.A.16.B","B) RESULTADOS POR ENAJENACIONES Y OTRAS","B) RESULTADOS POR ENAJENACIONES Y OTRAS","Revenue","Credit","N","Y",,"P.G.A.18","E",,"Algebraic","N"
666,"Pérdidas en participaciones y valores representativos de deuda","Pérdidas en participaciones y valores representativos de deuda","Expense","Credit","N","Y",,"P.G.A.16.B","C",,"Algebraic","N"
6660,"Pérdidas en valores representativos de deuda a largo plazo. empresas del grupo","Pérdidas en valores representativos de deuda a largo plazo. empresas del grupo","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66600,"Pérdidas en valores representativos de deuda a largo plazo. empresas del grupo","Pérdidas en valores representativos de deuda a largo plazo. empresas del grupo","Expense","Credit","N","N",,6660,"S",,"Algebraic","N"
6661,"Pérdidas en valores representativos de deuda a largo plazo. empresas asociadas","Pérdidas en valores representativos de deuda a largo plazo. empresas asociadas","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66610,"Pérdidas en valores representativos de deuda a largo plazo. empresas asociadas","Pérdidas en valores representativos de deuda a largo plazo. empresas asociadas","Expense","Credit","N","N",,6661,"S",,"Algebraic","N"
6662,"Pérdidas en valores representativos de deuda a largo plazo. otras partes vinculadas","Pérdidas en valores representativos de deuda a largo plazo. otras partes vinculadas","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66620,"Pérdidas en valores representativos de deuda a largo plazo. otras partes vinculadas","Pérdidas en valores representativos de deuda a largo plazo. otras partes vinculadas","Expense","Credit","N","N",,6662,"S",,"Algebraic","N"
6663,"Pérdidas en participaciones y valores representativos de deuda a largo plazo. otras empresas","Pérdidas en participaciones y valores representativos de deuda a largo plazo. otras empresas","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66630,"Pérdidas en participaciones y valores representativos de deuda a largo plazo. otras empresas","Pérdidas en participaciones y valores representativos de deuda a largo plazo. otras empresas","Expense","Credit","N","N",,6663,"S",,"Algebraic","N"
6665,"Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66650,"Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Expense","Credit","N","N",,6665,"S",,"Algebraic","N"
6666,"Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66660,"Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Pérdidas en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Expense","Credit","N","N",,6666,"S",,"Algebraic","N"
6667,"Pérdidas en valores representativos de deuda a corto plazo. otras partes vinculadas","Pérdidas en valores representativos de deuda a corto plazo. otras partes vinculadas","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66670,"Pérdidas en valores representativos de deuda a corto plazo. otras partes vinculadas","Pérdidas en valores representativos de deuda a corto plazo. otras partes vinculadas","Expense","Credit","N","N",,6667,"S",,"Algebraic","N"
6668,"Pérdidas en valores representativos de deuda a corto plazo. otras empresas","Pérdidas en valores representativos de deuda a corto plazo. otras empresas","Expense","Credit","N","Y",,666,"D",,"Algebraic","N"
66680,"Pérdidas en valores representativos de deuda a corto plazo. otras empresas","Pérdidas en valores representativos de deuda a corto plazo. otras empresas","Expense","Credit","N","N",,6668,"S",,"Algebraic","N"
667,"Pérdidas de créditos no comerciales","Pérdidas de créditos no comerciales","Expense","Credit","N","Y",,"P.G.A.16.B","C",,"Algebraic","N"
6670,"Pérdidas de créditos a largo plazo.empresas del grupo","Pérdidas de créditos a largo plazo.empresas del grupo","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66700,"Pérdidas de créditos a largo plazo.empresas del grupo","Pérdidas de créditos a largo plazo.empresas del grupo","Expense","Credit","N","N",,6670,"S",,"Algebraic","N"
6671,"Pérdidas de créditos a largo plazo.empresas asociadas","Pérdidas de créditos a largo plazo.empresas asociadas","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66710,"Pérdidas de créditos a largo plazo.empresas asociadas","Pérdidas de créditos a largo plazo.empresas asociadas","Expense","Credit","N","N",,6671,"S",,"Algebraic","N"
6672,"Pérdidas de créditos a largo plazo.otras partes vinculadas","Pérdidas de créditos a largo plazo.otras partes vinculadas","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66720,"Pérdidas de créditos a largo plazo.otras partes vinculadas","Pérdidas de créditos a largo plazo.otras partes vinculadas","Expense","Credit","N","N",,6672,"S",,"Algebraic","N"
6673,"Pérdidas de créditos a largo plazo.otras empresas","Pérdidas de créditos a largo plazo.otras empresas","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66730,"Pérdidas de créditos a largo plazo.otras empresas","Pérdidas de créditos a largo plazo.otras empresas","Expense","Credit","N","N",,6673,"S",,"Algebraic","N"
6675,"Pérdidas de créditos a corto plazo.empresas del grupo","Pérdidas de créditos a corto plazo.empresas del grupo","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66750,"Pérdidas de créditos a corto plazo.empresas del grupo","Pérdidas de créditos a corto plazo.empresas del grupo","Expense","Credit","N","N",,6675,"S",,"Algebraic","N"
6676,"Pérdidas de créditos a corto plazo.empresas asociadas","Pérdidas de créditos a corto plazo.empresas asociadas","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66760,"Pérdidas de créditos a corto plazo.empresas asociadas","Pérdidas de créditos a corto plazo.empresas asociadas","Expense","Credit","N","N",,6676,"S",,"Algebraic","N"
6677,"Pérdidas de créditos a corto plazo.otras partes vinculadas","Pérdidas de créditos a corto plazo.otras partes vinculadas","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66770,"Pérdidas de créditos a corto plazo.otras partes vinculadas","Pérdidas de créditos a corto plazo.otras partes vinculadas","Expense","Credit","N","N",,6677,"S",,"Algebraic","N"
6678,"Pérdidas de créditos a corto plazo.otras empresas","Pérdidas de créditos a corto plazo.otras empresas","Expense","Credit","N","Y",,667,"D",,"Algebraic","N"
66780,"Pérdidas de créditos a corto plazo.otras empresas","Pérdidas de créditos a corto plazo.otras empresas","Expense","Credit","N","N",,6678,"S",,"Algebraic","N"
673,"Pérdidas procedentes de participaciones a largo plazo en partes vinculadas","Pérdidas procedentes de participaciones a largo plazo en partes vinculadas","Expense","Credit","N","Y",,"P.G.A.16.B","C",,"Algebraic","N"
6730,"Pérdidas procedentes de participaciones a largo plazo en partes vinculadas","Pérdidas procedentes de participaciones a largo plazo en partes vinculadas","Expense","Credit","N","Y",,673,"D",,"Algebraic","N"
67300,"Pérdidas procedentes de participaciones a largo plazo en partes vinculadas","Pérdidas procedentes de participaciones a largo plazo en partes vinculadas","Expense","Credit","N","N",,6730,"S",,"Algebraic","N"
6733,"Pérdidas procedentes de participaciones a largo plazo. empresas del grupo","Pérdidas procedentes de participaciones a largo plazo. empresas del grupo","Expense","Credit","N","Y",,673,"D",,"Algebraic","N"
67330,"Pérdidas procedentes de participaciones a largo plazo. empresas del grupo","Pérdidas procedentes de participaciones a largo plazo. empresas del grupo","Expense","Credit","N","N",,6733,"S",,"Algebraic","N"
6734,"Pérdidas procedentes de participaciones a largo plazo. empresas asociadas","Pérdidas procedentes de participaciones a largo plazo. empresas asociadas","Expense","Credit","N","Y",,673,"D",,"Algebraic","N"
67340,"Pérdidas procedentes de participaciones a largo plazo. empresas asociadas","Pérdidas procedentes de participaciones a largo plazo. empresas asociadas","Expense","Credit","N","N",,6734,"S",,"Algebraic","N"
6735,"Pérdidas procedentes de participaciones a largo plazo. otras partes vinculadas","Pérdidas procedentes de participaciones a largo plazo. otras partes vinculadas","Expense","Credit","N","Y",,673,"D",,"Algebraic","N"
67350,"Pérdidas procedentes de participaciones a largo plazo. otras partes vinculadas","Pérdidas procedentes de participaciones a largo plazo. otras partes vinculadas","Expense","Credit","N","N",,6735,"S",,"Algebraic","N"
675,"Pérdidas por operaciones con obligaciones propias","Pérdidas por operaciones con obligaciones propias","Expense","Credit","N","Y",,"P.G.A.16.B","C",,"Algebraic","N"
6750,"Pérdidas por operaciones con obligaciones propias","Pérdidas por operaciones con obligaciones propias","Expense","Credit","N","Y",,675,"D",,"Algebraic","N"
67500,"Pérdidas por operaciones con obligaciones propias","Pérdidas por operaciones con obligaciones propias","Expense","Credit","N","N",,6750,"S",,"Algebraic","N"
766,"Beneficios en participaciones y valores representativos de deuda","Beneficios en participaciones y valores representativos de deuda","Revenue","Credit","N","Y",,"P.G.A.16.B","C",,"Algebraic","N"
7660,"Beneficios en valores representativos de deuda a largo plazo. empresas del grupo","Beneficios en valores representativos de deuda a largo plazo. empresas del grupo","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76600,"Beneficios en valores representativos de deuda a largo plazo. empresas del grupo","Beneficios en valores representativos de deuda a largo plazo. empresas del grupo","Revenue","Credit","N","N",,7660,"S",,"Algebraic","N"
7661,"Beneficios en valores representativos de deuda a largo plazo. empresas asociadas","Beneficios en valores representativos de deuda a largo plazo. empresas asociadas","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76610,"Beneficios en valores representativos de deuda a largo plazo. empresas asociadas","Beneficios en valores representativos de deuda a largo plazo. empresas asociadas","Revenue","Credit","N","N",,7661,"S",,"Algebraic","N"
7662,"Beneficios en valores representativos de deuda a largo plazo. otras partes vinculadas","Beneficios en valores representativos de deuda a largo plazo. otras partes vinculadas","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76620,"Beneficios en valores representativos de deuda a largo plazo. otras partes vinculadas","Beneficios en valores representativos de deuda a largo plazo. otras partes vinculadas","Revenue","Credit","N","N",,7662,"S",,"Algebraic","N"
7663,"Beneficios en participaciones y valores representativos de deuda a largo plazo. otras empresas","Beneficios en participaciones y valores representativos de deuda a largo plazo. otras empresas","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76630,"Beneficios en participaciones y valores representativos de deuda a largo plazo. otras empresas","Beneficios en participaciones y valores representativos de deuda a largo plazo. otras empresas","Revenue","Credit","N","N",,7663,"S",,"Algebraic","N"
7665,"Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76650,"Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas del grupo","Revenue","Credit","N","N",,7665,"S",,"Algebraic","N"
7666,"Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76660,"Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Beneficios en participaciones y valores representativos de deuda a corto plazo. empresas asociadas","Revenue","Credit","N","N",,7666,"S",,"Algebraic","N"
7667,"Beneficios en valores representativos de deuda a corto plazo. otras partes vinculadas","Beneficios en valores representativos de deuda a corto plazo. otras partes vinculadas","Revenue","Credit","N","Y",,766,"D",,"Algebraic","N"
76670,"Beneficios en valores representativos de deuda a corto plazo. otras partes vinculadas","Beneficios en valores representativos de deuda a corto plazo. otras partes vinculadas","Revenue","Credit","N","N",,7667,"S",,"Algebraic","N"
